Lab Id,Laboratory
2840,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
3106,"[China, Beijing] Beijing Mentougou Ddistrict Center for Diseases Prevention and Control，Be ..."
1553,"[China, Beijing] Beijing SinoMDgene Technology Co.LTD."
1800,"[China, Beijing] CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute o ..."
341,"[China, Beijing] Capital Institute of Pediatrics"
3331,"[China, Changsha] Changsha Disease Prevention and Control Center"
3330,"[China, Changsha] Changsha center for diease control and prevetion"
3332,"[China, Changsha] Changsha center for diease control and prevetion"
3723,"[China, Minhang] Children's Hospital of Fudan University"
3550,"[China, Beijing] China Agricultural University"
3351,"[China, Beijing] China Agricultural University"
2732,"[China, Beijing] China Agricultural University"
2733,"[China, Beijing] China Agricultural University"
2734,"[China, Beijing] China Agricultural University"
3208,"[China, Qingdao] China Animal Health and Epidemiology Center (CAHEC)"
1556,"[China, Qingdao] China Animal Health and Epidemiology Center (CAHEC)"
1555,"[China, Qingdao ] China Animal Health and Epidemiology Center, CAHEC"
2618,"[China, Placeholder City] China CDC"
3797,"[China, Beijing] China CDC"
2621,"[China, Placeholder City] China CDC"
2620,"[China, Placeholder City] China CDC"
2117,"[China, Beijing] China Center For Disease Control And Prevention"
3529,"[China, Beijing] China-Japan friendship hospital"
3504,"[China, Beijing] China-Japan friendship hospital"
3705,"[China, Changchun] Chinese Academy of Agricultural Sciences"
3143,"[China, Beijing] Chinese Academy of Forestry"
3727,"[China, Kunming] Chinese Academy of Medical Sciences"
3728,"[China, Chaoyang] Chinese Academy of Sciences"
328,"[China, Beijing] Chinese Academy of Sciences"
3254,"[China, Beijing] Chinese Center for Disease Control and Prevention"
3380,"[China, Chongqing] ChongQing Wanzhou CDC"
2074,"[China, Chongqing] Chongqing Municipal Center for Disease Control and Prevention"
2075,"[China, Chongqing] Chongqing Municipal Center for Disease Control and Prevention"
3444,"[China, Liaocheng] College of Agronomy, Liaocheng University"
3778,"[China, Baoding City] College of Life and Sciences, Hebei Agricultural University"
2066,"[China, Yangzhou] College of Veterinary Medicine, Yangzhou University"
2474,"[China, Harbin] College of Wildlife and Protected Areas, Northeast Forestry University"
1854,"[China, Wuhan] Department of Preventive Veterinary Medicine,College of Animal Science & Me ..."
1869,"[China, Dingqing] Diqing Center for Disease Control and Prevention"
1870,"[China, Shangri-La ] Diqing Center for Disease Control and Prevention"
1871,"[China, Shangri-La ] Diqing Center for Disease Control and Prevention"
3356,"[China, Shanghai] East China Normal University"
3357,"[China, Shanghai] East China Normal University (ECNU)"
2086,"[China, Chongqing] Fengjie Center for Disease Control and Prevention"
2347,"[China, Hangzhou] First Affiliated Hospital Medical School of Zhejiang University"
2053,"[China, Guangzhou] First Affiliated Hospital of Guangzhou Medical University"
2050,"[China, Guangzhou] First Affiliated Hospital of Guangzhou Medical University"
2065,"[China, Foshan] Foshan University"
3085,"[China, fuzhou] Fujian Agriculture and Forestry University"
1977,"[China, Fuzhou] Fujian Center for Disease Control and Prevention"
1976,"[China, Fuzhou] Fujian Provincial Center for Disease Control and Prevention"
2418,"[China, Lanzhou] Gansu Provincial Centre for Disease Control and Prevention"
1649,"[China, Guangzhou] Guangdong Provincial Center for Disease Control and Prevention"
2721,"[China, Guangzhou] Guangdong Provincial Center for Disease Control and Prevention"
1648,"[China, Guangzhou] Guangdong Provincial Center for Disease Control and Prevention"
2090,"[China, Nanning] Guangxi Center for Disease Prevention and Control"
2089,"[China, Nanning] Guangxi Zhuang Autonomous Region Center for Disease Prevention and Contro ..."
3407,"[China, Guangzhou] Guangzhou Center for Disease Control and Prevention"
1807,"[China, Guangzhou] Guangzhou Center for Disease Control and Prevention"
3406,"[China, Guangzhou] Guangzhou Center for Disease Control and Prevention"
1806,"[China, Guangzhou] Guangzhou Center for Diseases Control and Prevention"
2052,"[China, Guangzhou] Guangzhou Institute of Respiratory Diseases (GIRD)"
2674,"[China, Guangzhou] Guangzhou No.8 People's Hospital"
3069,"[China, Guiyang] Guizhou Center for Disease Control and Prevention"
3642,"[China, Beijing] Haidian Center for Disease Control and Prevention"
3643,"[China, Beijing] Haidian District Center for Disease Control and Prevention"
3489,"[China, Hangzhou] Hangzhou Center for Disease Control and Prevention"
1549,"[China, Hangzhou] Hangzhou Center for Disease Control and Prevention"
3488,"[China, Hangzhou] Hangzhou Center for Disease Control and Prevention"
1550,"[China, Hangzhou] Hangzhou Center for Disease Control and Prevention"
3512,"[China, hangzhou] Hangzhou Dean Medical Laboratory Center Co., LTD"
2609,"[China, Harbin] Harbin Veterinary Research Institute (CAAS)"
325,"[China, Harbin] Harbin Veterinary Research Institute (CAAS)"
3132,"[China, Harbin] Harbin Veterinary Research Institute (CAAS)"
2610,"[China, Harbin] Harbin Veterinary Research Institute (CAAS)"
2087,"[China, Chongqing] Hechuan District Center for Disease Control and Prevention"
3317,"[China, Zhengzhou] Henan Center for Disease Control and Prevention, China"
3446,"[China, Zhengzhou] Henan Provincial Center for Disease Control and Prevention"
3316,"[China, Zhengzhou] Henan provincial center for disease control and prevention"
2126,"[China, Huainan] Huainan City Center for Disease Control and Prevention"
2127,"[China, Huainan City] Huainan City Center for Disease Control and Prevention"
2135,"[China, Wuhan] Huazhong Agricultural University"
1864,"[China, Wuhan] Hubei Provincial Center for Disease Control and Prevention"
1863,"[China, Wuhan city] Hubei Provincial center for disease control and prevention"
2328,"[China, Changsha] Hunan Provincial Center for Disease Control and prevention"
1604,"[China, Huzhou] Huzhou Center for Disease Control and Prevention"
1144,"[China, Beijing] IBP"
2720,"[China, guangzhou city] INSTITUTE of PATHOGENIC MICROBIOLOGY OF Guangdong provincial cente ..."
2153,"[China, Hohhot] Inner Mongolia Agricultural University"
2164,"[China, Hohhot, ] Inner Mongolia Centre for Disease Control and Prevention"
1559,"[China, Shanghai] Institut Pasteur of Shanghai"
2473,"[China, Shanghai] Institut Pasteur of Shanghai, CAS"
2155,"[China, Beijing] Institute for Infectious Disease and Endemic Disease Control, Beijing Cen ..."
1143,"[China, Beijing] Institute of Biophysics, CAS"
1686,"[China, Changchun] Institute of Laboratory Animal Sciences, Chinese Academy"
1801,"[China, Beijing] Institute of Microbiology, Chinese Academy of Sciences"
1545,"[China, Beijing] Institute of Microbiology, Chinese Academy of Sciences"
1687,"[China, changchun] Institute of Military Veterinary, Academy of Military Medical Sciences"
2623,"[China, Yizhuang，Beijing] Institute of Pathogen Biology"
2622,"[China, Beijing] Institute of Pathogen Biology, Chinese Academy of Medical Sciences& Pekin ..."
1812,"[China, Taian] Institute of Pathogen Biology, Taishan Medical College"
1897,"[China, JiNan] Institute of Poultry Science, Shandong, Academy of Agricultural Science"
3656,"[China, Beijing] Institute of Zoology, Chinese Academy of Sciences"
3655,"[China, Chaoyang District] Institute of Zoology，Chinese Academy of Sciences"
3084,"[China, fuzhou] Institute of animal husbandry and veterinary medicine, Fujian Academy of A ..."
1721,"[China, Shantou] International Institute of Infection and Immunity, Shantou University Med ..."
1584,"[China, Nanjing] Jiangsu Provincial Center for Disease Control & Prevention"
3623,"[China, Nanjing] Jiangsu Provincial Center for Disease Control & Prevention"
1583,"[China, nanjing] Jiangsu Provincial Center for Disease Control and Prevention"
1587,"[China, Nanjing] Jiangsu Provincial Center for Disease Control and Prevention"
1605,"[China, Zhenjiang] Jiangsu University"
2704,"[China, Nanchang] Jiangxi Provincial Center for Disease Control and Prevention"
3759,"[China, Jiaxing] Jiaxing Center for Disease Control and Prevention"
3669,"[China, Jining City] Jining Center for Disease Control and Prevention"
3549,"[China, Beijing] Key Laboratory of Animal Epidemiology of the Ministry of Agriculture, Col ..."
3719,"[China, Qingdao] Laboratory of Avian Disease Surveillance"
2397,"[China, Lanzhou] Lanzhou Veterinary Research Institute"
2396,"[China, Lanzhou] Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sc ..."
3447,"[China, Liaocheng] Liaocheng University"
3434,"[China, Shandong] Liaocheng University"
3245,"[China, Liaocheng] Liaocheng University"
3107,"[China, Mentougou Distrist ] Mentougou District center for diseases prevention and control"
3224,"[China, Nanjing] Nanjing Agricultural University"
3074,"[China, Nanjing] Nanjing Center for Disease Control and Prevention"
2207,"[China, Nanjing] Nanjing Municipal Center for Disease Control and Prevention"
3075,"[China, Nanjing] Nanjing Municipality Center for Disease Control & Prevention"
3073,"[China, Nanjing ] Nanjing Municipality Center for Disease Control & Prevention"
3779,"[China, Baoding] National Forestry and Grassland Administration"
2271,"[China, Beijing] National Institute for Viral Diseases Control and Prevention"
3172,"[China, Beijing] National Institute for Viral Diseases Control and Prevention"
3114,"[China, Ningbo] Ningbo International Travel Healthcare Center"
3113,"[China, Ningbo] Ningbo international travel healthcare center"
2282,"[China, Harbin] Northeast Forestry University"
1652,"[China, Xian] Northwest Agriculture & Forest University"
1602,"[China, Xining] Northwestern Institute of Plateau Biology, Chinese Academy of Sciences"
1798,"[China, qingdao ] Qingdao Agricultural University"
1925,"[China, Qingdao] Qingdao Agriculture University"
2195,"[China, Shanghai] Research Laboratory of Clinical Virology, Ruijin Hospital, Shanghai Jiao ..."
3253,"[China, Ruili] Ruili  Center for Disease Control and Prevention"
3408,"[China, GUANGZHOU] SOUTH CHINA AGRICULRAL UNIVERSSITY"
3731,"[China, Shanghai] Second Military Medical University"
3031,"[China, Jinan] Shandong Center for Disease Control and Prevention"
3749,"[China, Jinan] Shandong Center for Disease Prevention and Control"
2627,"[China, Shanghai] Shanghai International Travel Healthcare Center"
2628,"[China, Shanghai] Shanghai International Travel Healthcare Center"
1734,"[China, Shanghai] Shanghai Municipal Center for Disease Control and Prevention"
1735,"[China, Shanghai] Shanghai Municipal Center for Disease Control and Prevention"
1022,"[China, Shanghai] Shanghai Public Health Clinical Center"
2723,"[China, Shanghai] Shanghai Veterinary Research Institute"
1630,"[China, Shanghai] Shanghai Zhijiang Biotechnology Co.,Ltd"
1589,"[China, shanghai] Shanghai public health clinical center"
1831,"[China, Shantou] Shantou University Medical College"
1722,"[China, Shantou] Shantou University Medical College"
1818,"[China, Shantou] Shantou University Medical College"
2705,"[China, shenzhen] Shenzhen Center for Disease Control and Prevention"
3092,"[China, Shenzhen ] Shenzhen Disease Prevention and Control Center"
1868,"[China, Shenzhen] Shenzhen center for disease control and prevention"
3097,"[China, Chengdu] Sichuan Center for Disease Control and Prevention"
3401,"[China, Suzhou] Soochow University"
3467,"[China, guangzhou] South China Agricultural University"
2235,"[China, Guangzhou] South China Agricultural University"
3466,"[China, guangzhou] South China Agricultural University"
3465,"[China, guangzhou] South China Agricultural University"
3464,"[China, guangzhou] South China Agricultural University"
3461,"[China, guangzhou] South China Agricultural University"
3389,"[China, Guangzhou] South China Agricultural University"
3462,"[China, guangzhou] South China Agricultural University"
3460,"[China, Guangzhou] South China Agricultural University"
3342,"[China, Guangzhou] South China Agricultural University"
2448,"[China, Guangzhou] South China Agricultural University"
3469,"[China, Guangzhou] South China Agricultural University"
2427,"[China, Guangzhou ] South China Agricultural University"
3458,"[China, guangzhou] South China Agricultural University"
1718,"[China, Guangzhou] South China Agricultural University"
3459,"[China, Guangzhou] South China Agricultural University"
3468,"[China, Guangzhou] South China Agricultural University"
3470,"[China, Guangzhou] South China Agricultural University"
2129,"[China, Guangzhou] South China Agricultural University"
3463,"[China, guangzhou] South China Agricultural University"
3471,"[China, Guangzhou] South China Agricultural University"
3231,"[China, Guangzhou] South China Agricultural University"
1666,"[China, Guangzhou] South China Agricultural University"
3232,"[China, Guangzhou] South China Agricultural University"
2233,"[China, Guangzhou] South China Agricultural University"
3472,"[China, guangzhou] South China Agricultural University Veterinary Medicine College"
3477,"[China,  Guangzhou] South China Agricultural University Veterinary Medicine College"
3476,"[China, Guangzhou] South China Agricultural University Veterinary Medicine College"
3478,"[China, Guangzhou] South China Agricultural University Veterinary Medicine College"
3475,"[China, Guangzhou] South China Agricultural University Veterinary Medicine College"
3474,"[China, guangzhou] South China Agricultural University Veterinary Medicine College"
3473,"[China, Guangzhou] South China Agricultural University Veterinary Medicine College"
2430,"[China, Guangzhou 510642 ] South China Agricultural University Veterinary Medicine College ..."
2429,"[China, Guangzhou 510642 ] South China Agricultural University Veterinary Medicine College ..."
2435,"[China, Guangzhou ] South China Agricultural University Veterinary Medicine College"
2433,"[China, Guangzhou ] South China Agricultural University Veterinary Medicine College"
2434,"[China,  Guangzhou ] South China Agricultural University Veterinary Medicine College"
2428,"[China,  Guangzhou 510642] South China Agricultural University Veterinary Medicine College ..."
2432,"[China, Guangzhou 51064] South China Agricultural University Veterinary Medicine College   ..."
2431,"[China, Guangzhou 510642] South China Agricultural University Veterinary Medicine College  ..."
2718,"[China, Wuhan] State Key Laboratory of Agriculture Microbiology, Huazhong Agric"
1632,"[China, Hangzhou] State Key Laboratory of Diagnosis and Treatment of Infectious Diseases,  ..."
2055,"[China, Guangzhou] State Key Laboratory of Reipiratory Disease (Guangzhou Medical Universi ..."
2054,"[China, Guangzhou] State Key Laboratory of Reipiratory Diseases(Guangzhou Medical Universi ..."
1614,"[China, Wuhan] State Key Laboratory of Virology and Wuhan Institute of Virology, Chinese A ..."
3706,"[China, Guangzhou] Sun Yat-Sen University of Medical Sciences"
2241,"[China, Suzhou City] Suzhou Center for Disease Control and Prevention"
2242,"[China, Suzhou] Suzhou Center for Disease Prevention and Control"
3520,"[China, Suzhou] Suzhou Center for Disease Prevention and Control"
1893,"[China, Taian] Taishan Medical College"
1633,"[China, Hangzhou] The First Affiliated Hospital, College of Medicine, Zhejiang University"
1631,"[China, Hangzhou] The First Affiliated Hospital, College of Medicine, Zhejiang University"
2419,"[China, Tianjin] Tianjin Centers for Disease Control and Prevention"
2420,"[China, Tianjin] Tianjin Centers for Disease Control and Prevention"
1740,"[China, Beijing] Tsinghua University"
3505,"[China, Beijing] Tsinghua University"
2462,"[China, Beijing] Tsinghua University"
321,"[China, Beijing] WHO Chinese National Influenza Center"
3223,"[China, nanjing] Wan ting He"
2081,"[China, Chongqing] WanZhou District Center for Disease Control and Prevention"
2283,"[China, Harbin] Wildlife Medicine laboratory, College of Wildlife Resources, Northeast For ..."
2281,"[China, Harbin] Wildlife Medicine laboratory, College of Wildlife Resources, Northeast For ..."
2284,"[China, Harbin] Wildlife Medicine laboratory, College of Wildlife Resources, Northeast For ..."
3304,"[China, Wuhan] Wuhan Center for Disease Control and Prevention"
3306,"[China, Wuhan] Wuhan Center for Disease Control and Prevention"
3305,"[China, Wuhan] Wuhan Center for Disease Control and Prevention"
3303,"[China, Wuhan] Wuhan Center for Disease Control and Prevention"
2657,"[China, Wuhan] Wuhan Fourth Hospital"
2658,"[China, Wuhan] Wuhan Fourth Hospital"
1947,"[China, Wuhan] Wuhan Institute of Virology"
2091,"[China, Wuhan] Wuhan Institute of Virology (CAS)"
1982,"[China, Wuhan] Wuhan Institute of Virology, CAS"
2421,"[China, Wuhan] Wuhan Institute of Virology, CAS"
2067,"[China, Wuhan] Wuhan Institute of Virology, CAS."
3586,"[China, Wuxi] Wuxi Center for Disease Control and Prevention"
3585,"[China, Wuxi] Wuxi Center for Disease Control and prevention"
3142,"[China, Xi'an City ] Xi'an Tianlong Science and Technology Co., Ltd."
1855,"[China, Xiangfan] Xiangfan Center for Disease Control and Prevention"
2439,"[China, Urumqi] Xinjiang University"
2497,"[China, Urumqi] Xinjiang University"
2440,"[China, Urumqi] Xinjiang University"
2083,"[China, Kunming] Xueshan Xia"
3024,"[China, Yangzhou] Yangzhou University"
3390,"[China, Yangzhou] Yangzhou University"
3321,"[China, Yangzhou] Yangzhou University"
3120,"[China, Yangzhou] Yangzhou University"
2011,"[China, Yangzhou] Yangzhou University"
1616,"[China, Yangzhou] Yangzhou University"
3376,"[China, Yangzhou] Yangzhou University"
2082,"[China, Kunming] Yue Feng"
3481,"[China, Kunming] Yunnan Animal Science and Veterinary Institute"
2280,"[China, Kunming City] Yunnan Provincial Center for Disease Control and Prevention"
3480,"[China, Kunming] Yunnan Tropical and Subtropical Animal Virus Diseases Laboratory"
3503,"[China, Kunming] Yunnan University"
2279,"[China, Kunming] Yunnan center for disease control and prevention"
2240,"[China, Suzhou City] Zefeng Dong"
3105,"[China, Hangzhou] Zhejiang Province Center of Disease Control and prevention"
3760,"[China, Jiaxing] Zhejiang Provincial Center for Disease Control and Prevention"
1558,"[China, Hangzhou] Zhejiang Provincial Center for Disease Control and Prevention"
2872,"[China, Beijing] eijing Institute of Microbiology and Epidemiology State Key Laboratory of ..."
2688,"[China,  Guangzhou，Guangdong] the First Affiliated Hospital of Guangzhou Medical Universit ..."
2687,"[China,  Guangzhou] the First Affiliated Hospital of Guangzhou Medical University"
1651,"[China, hangzhou] zhejiang cdc"
3510,"[China, hangzhou] 杭州迪安医学检验中心有限公司"
3083,"[China, Fuzhou] 福建省农业科学院畜牧兽医研究所 Institute of animal husbandry and veterinary medicine, Fuj ..."
48,"[Colombia, Bogota] Instituto Nacional de Salud de Columbia"
2521,"[Colombia, Bogotá] Instituto Nacional de Salud, Colombia"
3563,"[Congo, Republic of , Brazzaville] World Health Organization (WHO)"
1839,"[Congo, the Democatic Republic of, Kinshasa] INRB Service de Virologie"
3608,"[Costa Rica, La Unión] Inciensa, Investigación y Enseñanza en Nutrición y Salud"
2534,"[Costa Rica, Tres Ríos, La Unión] Inciensa, Investigación y Enseñanza en Nutrición y Salud"
169,"[Costa Rica, Cartago] Laboratorio Nacional de Influenza"
3631,"[Costa Rica, Ulloa] SENASA-LANASEVE"
3632,"[Costa Rica, Heredia] Servicio Nacional de Salud Animal (SENASA)"
3607,"[Costa Rica, Ulloa, Heredia] Servicio Nacional de Salud Animal (SENASA)"
1148,"[Cote d'Ivoire, Abidjan] Pasteur Institut of Côte d'Ivoire"
1145,"[Croatia, Zagreb] Croatian Institute of Public Health"
2022,"[Croatia, Zagreb] Croatian Veterinary Institute"
2021,"[Croatia, Zagreb] Croatian Veterinary Institute, Poultry Centre"
2208,"[Croatia, Zagreb] Veterinary Faculty, University of Zagreb"
218,"[Cyprus, Southeastern Nicosia] Nicosia General Hospital"
3541,"[Cyprus, Athalassa, Nicosia] State Veterinary Laboratory"
3539,"[Cyprus, Nicosia] State Veterinary Laboratory"
3540,"[Cyprus, 1417, Athalassa, Nicosia] State Veterinary Laboratory"
2605,"[Czech Republic, Prague] National Institute of Public Health"
253,"[Czech Republic, Prague] National Institute of Public Health"
3499,"[Czech Republic, Prague ] National Institute of Public Health (Czech Republic)"
2564,"[Czech Republic, Prague 10] National Institute of Public Health (Czech Republic)"
1535,"[Czech Republic, Prague] State Veterinary Institute Prague"
2647,"[Czech Republic, Prague] State Veterinary Institute Prague"
3019,"[Denmark, Aalborg ] Aalborg University"
331,"[Denmark, Aarhus] National Veterinary Institute"
2136,"[Denmark, Kgs Lyngby] National Veterinary Institute DTU"
3087,"[Denmark, Copenhagen] Statens Serum Institut"
2737,"[Denmark, København S] Statens Serum Institute"
1654,"[Denmark, Copenhagen S] Statens Serum Institute"
3249,"[Denmark, Copenhagen S] Statens Serum Institute"
2666,"[Denmark, Copenhagen] Statens Serumm Institute"
43,"[Denmark, Aarhus] Technical University of Denmark"
1760,"[Denmark, Frederiksberg] Technical University of Denmark"
2040,"[Denmark, Kongens Lyngby] Technical Univertity of Denmark"
2189,"[Dominican Republic, Santo Domingo] Laboratorio Nacional de Salud Publica Dr. Defillo"
173,"[Dominican Republic, Santo Domingo] Laboratorio de Investigacion / Centro de Educacion Med ..."
3536,"[Ecuador, QUITO] AGROCALIDAD"
1634,"[Ecuador, Guayaquil] INSPI"
1399,"[Ecuador, Guayaquil] Instituto Nacional de Higiene y Medicina Tropical ""Leopoldo Izquieta  ..."
1400,"[Ecuador, Guayaquil] Instituto Nacional de Higiene y Medicina Tropical ""Leopoldo Izquieta  ..."
3535,"[Ecuador, guayaquil] Instituto Nacional de Investigacion en Salud Publica (INSPI)"
3762,"[Ecuador, Quito] Instituto Nacional de Investigación en Salud Pública INSPI"
3761,"[Ecuador, Quito] Ministerio del Ambiente, Agua y Transición Ecológica (MAATE)"
3716,"[Egypt, Giza]  Cairo University"
1406,"[Egypt, Dokki] Animal Health Research Institute"
3211,"[Egypt, Dokki] Animal Health Research Institute (Egypt)"
3402,"[Egypt, Cairo] Animal Health Research Institute (Egypt)"
3717,"[Egypt, Asyut] Assiut University"
3343,"[Egypt, Nasr City Almaza] Biological Prevention department"
3353,"[Egypt, Cairo] Center of Scientific Excellence for Influenza Viruses, National Research Ce ..."
2179,"[Egypt, Cairo] Central Public Health Laboratories, Ministry of Health Egypt"
2178,"[Egypt, Cairo] Central Public Health Laboratory"
3344,"[Egypt, Cairo] Egyptian Armed Forces (EAF)"
1867,"[Egypt, Zagazig] Faculty of Veterinary Medicine - Zagazig University"
2454,"[Egypt, Zagazig] Faculty of Veterinary Medicine - Zagazig University"
2699,"[Egypt, Beni-Suef] Faculty of Veterinary Medicine, Beni-Suef University, Egypt"
2173,"[Egypt, Sadat City] Faculty of Veterinary Medicine, University Of Sadat City"
2174,"[Egypt,  Sadat City Egypt] Faculty of Veterinary Medicine, University Of Sadat City Virolo ..."
2706,"[Egypt, Sadat City] Faculty of Veterinary Medicine, University of Sadat City"
205,"[Egypt, Cairo] Ministry of Health and Population"
2519,"[Egypt, Cairo] Ministry of Health and Population Egypt"
3071,"[Egypt, Cairo] NLQP National Veterinary Lab Quality Control Poultry Prods"
1405,"[Egypt, Dokki] National Laboratory for Veterinary Quality Control on Poultry production- A ..."
3278,"[Egypt, Ad Doqi] National Research Center (Hospital)"
3182,"[Egypt, Cairo ] National Research Centre"
2407,"[Egypt, Beni-Suef] Poultry Diseases Department ,Faculty of Veterinary Medicine, Beni-Suef  ..."
1840,"[Egypt, Cairo] The Central Laboratory for Evaluation of Veterinary Biologics (CLEVB)"
1738,"[Egypt, Cairo] U.S. Naval Medical Research Unit No. 3"
1401,[Egypt] U.S. Naval Medical Research Unit No.3
233,"[Egypt, Dokki, Cairo] VACSERA"
159,"[El Salvador, San Salvador] Contiguo a Hospital Rosales"
3216,"[Estonia, Tartu] Estonian Veterinary and Food Laboratory"
2515,"[Estonia, Tallinn] HB Laboratory for Communicable Diseases"
2532,"[Estonia, Tallinn] Health Board Laboratory of Communicable Diseases"
2602,"[Estonia, Tallinn] Health Board, Republic of Estonia"
198,"[Estonia, Tallin] Health Protection Inspectorate"
1402,"[Ethiopia, Addis Ababa] Ethiopian Health and Nutrition Research Institute (EHNRI)"
3574,"[Ethiopia, Addis Ababa] Ethiopian Public Health Institute"
1951,"[Ethiopia, Addis Ababa] Ethiopian Public Health Institute, National Influenza Laboratory"
1564,"[Fiji, Suva] Fiji Centre for Communicable Disease Control"
229,"[Fiji, Suva] National Centre for Scientific Services for Virology  and Vector Borne Diseas ..."
3416,"[Finland, Tampere] Fimlab Laboratories"
3217,"[Finland, Helsinki] Finnish Food Authority"
1430,"[Finland, Helsinki] Finnish Institute for Health and Welfare, THL"
2444,"[Finland, Helsinki] Finnish Institute for Health and Welfare, THL"
1612,"[Finland, HUS] Helsingin-Uusimaa Labotariokeskus"
1914,"[Finland, Helsinki] Helsinki University Central Hospital, Laboratory Services (HUSLAB)"
1915,"[Finland, Helsinki] Helsinki University Central Hospital, Laboratory Services (HUSLAB)"
1913,"[Finland, Helsinki] Helsinki University Central Hospital, Laboratory Services (HUSLAB)"
1610,"[Finland, Helsinki] Institute for Molecular Medicine Finland (FIMM)"
1611,"[Finland, Kuopio] Ita-Suomen Labotariokeskus"
3410,"[Finland, Mikkeli] Itä-Suomen Laboratoriokeksus (ISLAB)"
3411,"[Finland, Mikkeli] Itä-Suomen Laboratoriokeksus (ISLAB)"
3414,"[Finland, Joensuu] Itä-Suomen Laboratoriokeskus (ISLAB)"
3415,"[Finland, Savonlinna] Itä-Suomen Laboratoriokeskus (ISLAB)"
1920,"[Finland, FIN-90029 OYS] NordLab Oulu"
1917,"[Finland, 90029 OYS, Oulu, Finland] NordLab Oulu"
1918,"[Finland, 90029 OYS, Oulu] NordLab Oulu"
1919,"[Finland, 90029 OYS, Finland] NordLab Oulu"
1921,"[Finland, FIN-90029 OYS] NordLab Oulu"
3413,"[Finland, Oulu] Nordlab Oulu"
3368,"[Finland, Pori] SataDiag"
2147,"[Finland, FIN-20520 Turku] Turku University Central Hospital,  Microbiology and Genetics,  ..."
2149,"[Finland, FIN-20520 Turku ] Turku University Central Hospital,  Microbiology and Genetics, ..."
2148,"[Finland, FIN-20520 Turku] Turku University Central Hospital,  Microbiology and Genetics,  ..."
3412,"[Finland, Turku] Turku University Hospital Laboratories"
1860,"[Finland, Turku] Turku University Hospital, Department of Clinical Virology"
1861,"[Finland, Turku] Turku University Hospital, Department of Clinical Virology"
2032,"[France, Ploufragan] ANSES Agence Nationale De Securite Sanitaire De L’alimentation"
3765,"[France, Paris] AP HP-HOPITAL COCHIN BROCA HOTEL-DIEU"
2031,"[France, Ploufragan] Anses (Ploufragan-Plouzané)"
3241,"[France, Dourdan] CH Sud Essonne Dourdan"
3243,"[France, Beauvais] CH de Beauvais"
3621,"[France, Amiens] CHU Amiens-Picardie"
3152,"[France, Rennes cedex 9] CHU Ponchaillou - Laboratoire de virologie"
2535,"[France, Lyon] CNR Virus des Infections Respiratoires - France SUD"
3396,"[France, Lyon] CNR Virus des Infections Respiratoires, France SUD"
3147,"[France, Toulouse] Ecole Nationale Veterinaire de Toulouse (ENVT)"
2274,"[France, Toulouse] Ecole Veterinaire de Toulouse"
1662,"[France, BRON] Hospices Civils de Lyon"
3654,"[France, Paris] Hosptial Saint-Louis"
3246,"[France, Boulogne Billancourt] Hôpital Ambroise Paré - Service Microbio. et Hyg."
3763,"[France, Paris] Hôpital Saint-Louis"
332,"[France, Lyon] Institut Federatif de Recherche Lyon-Est"
1007,"[France, Paris] Institut Pasteur"
3764,"[France, Paris] Institut Pasteur"
3622,"[France, Paris] Institut Pasteur"
3242,"[France, Paris] Institut Pasteur"
3247,"[France, Paris] Institut Pasteur"
313,"[France, Paris] OIE, World Organisation for Animal Health"
346,"[France, Lyon] Responsable du Laboratoire des Pathogenes Emergents"
1410,"[France, ARLES] Station Biologique ""Tour du Valat"""
2273,"[France, Toulouse] UMR1225 INRA, ENVT Interactions hôtes-agents pathogènes"
1949,"[France, CORTE] University of Corsica"
1950,"[France, Corte] Università di Corsica Pasquale Paoli"
1403,"[French Guiana, Cayenne] National Influenza Center French Guiana and French Indies"
241,"[French Polynesia, Papeete-Tahiti] Institute Malarde Clinical Laboratory"
2169,"[Gambia, Banjul] Medical Research Council Unit, The Gambia"
2061,"[Georgia, Tbilisi] National Center for Disease Control and Public Health, Georgia"
197,"[Georgia, Tbilisi] National Centre for Disease Control and Public Health"
2499,"[Germany, Höltinghausen] AniCon Labor GmbH"
1483,"[Germany, Bonn] BLE"
2715,"[Germany, Oberschleißheim] Bayrisches Landesamt für Gesundheit und Lebensmittelsicherheit  ..."
2713,"[Germany, Erlangen] Bayrisches Landesamt für Gesundheit und Lebensmittelsicherheit (LGL)"
2660,"[Germany, Karlsruhe] CVUA Karlsruhe"
3059,"[Germany, Münster] Chemisches und Veterinäruntersuchungsamt Münsterland-Emscher-Lippe"
2199,"[Germany, Detmold] Chemisches und Veterinäruntersuchungsamt Ostwestfalen-Lippe"
2711,"[Germany, Krefeld] Chemisches und Veterinäruntersuchungsamt Rhein-Ruhr-Wupper (CVUA-RRW)"
3081,"[Germany, Fellbach] Chemisches und Veterinäruntersuchungsamt Stuttgart"
2710,"[Germany, Arnsberg] Chemisches und Veterinäruntersuchungsamt Westfalen-Arnsberg (CVUA-West ..."
3273,"[Germany, Arnsberg] Chemisches- und Veterinäruntersuchungsamt Westfalen"
1404,"[Germany, Ramstein-Miesenbach] DFAS-I-TH/ US ARMY"
